Subject	Group	Condition	File	Train	BeatNb	BeatInstant	TapInstant
14	2	1	17	1	8	9.9863	10.0912
14	2	1	17	1	9	10.3125	10.4888
14	2	1	17	1	10	11.42505	10.6777
14	2	1	17	1	11	11.8361	11.61645
14	2	1	17	1	12	13.01125	13.06705
14	2	1	17	1	13	13.31165	13.4716
14	2	1	17	1	14	13.76825	14.0244
14	2	1	17	1	15	14.9389	15.1311
14	2	1	17	1	16	15.6359	15.79375
14	2	1	17	1	17	16.68145	16.7861
14	2	1	17	1	18	18.21405	18.25555
14	2	1	17	1	19	18.6072	18.58115
14	2	1	17	1	20	19.9164	19.89435
14	2	1	17	1	21	20.94405	21.1126
14	2	1	17	1	22	22.04325	22.19275
14	2	1	17	1	23	22.82065	22.51985
14	2	1	17	1	24	23.7992	23.03665
14	2	1	17	1	25	24.5007	26.31665
14	2	1	17	1	26	26.1539	27.0608
14	2	1	17	1	27	26.91795	26.31665
14	2	1	17	1	28	27.5703	27.0608
14	2	1	17	1	29	29.00905	27.7293
14	2	1	17	1	30	30.46115	29.18445
14	2	1	17	1	31	31.2833	31.30275
14	2	1	17	1	32	32.0831	32.24155
14	2	1	17	1	33	33.21355	34.2473
14	2	1	21	1	1	9.50985	9.66215
14	2	1	21	1	2	10.03265	10.18465
14	2	1	21	1	3	10.3588	10.5229
14	2	1	21	1	4	11.47135	11.60955
14	2	1	21	1	5	11.88245	12.0611
14	2	1	21	1	6	13.3435	13.0271
14	2	1	21	1	7	13.81455	13.49365
14	2	1	21	1	8	14.9852	13.9697
14	2	1	21	1	9	15.68225	16.8868
14	2	1	21	1	10	16.7278	16.05035
14	2	1	21	1	11	18.26035	16.8868
14	2	1	21	1	12	18.65355	18.4053
14	2	1	21	1	13	19.9627	18.80785
14	2	1	21	1	14	20.9904	19.9835
14	2	1	21	1	15	22.08955	23.06865
14	2	1	21	1	16	22.867	23.99005
14	2	1	21	1	17	23.84555	23.06865
14	2	1	21	1	18	24.54705	26.3765
14	2	1	21	1	19	26.20025	27.1279
14	2	1	21	1	20	26.96425	26.3765
14	2	1	21	1	21	27.61665	30.6714
14	2	1	21	1	22	29.05535	27.78005
14	2	1	21	1	23	30.5075	30.97
14	2	2	8	1	1	13.35395	13.35815
14	2	2	8	1	2	13.85395	13.7953
14	2	2	8	1	3	14.35395	14.29245
14	2	2	8	1	4	14.8549	14.80005
14	2	2	8	1	5	15.35395	15.31335
14	2	2	8	1	6	15.8549	15.78265
14	2	2	8	1	7	16.35395	16.29875
14	2	2	8	2	1	17.35395	17.3413
14	2	2	8	2	2	17.8549	17.7978
14	2	2	8	2	3	18.3549	18.27695
14	2	2	8	2	4	18.85495	18.75295
14	2	2	8	2	5	19.35495	19.21595
14	2	2	8	2	6	19.85495	19.69475
14	2	2	8	2	7	20.3549	20.22805
14	2	2	8	3	1	21.35495	21.29165
14	2	2	8	3	2	21.85495	21.78555
14	2	2	8	3	3	22.3549	22.2867
14	2	2	8	3	4	22.8549	22.78075
14	2	2	8	3	5	23.35495	23.3146
14	2	2	8	3	6	23.8549	23.79945
14	2	2	8	3	7	24.35495	24.26125
14	2	2	8	4	1	25.35495	25.3076
14	2	2	8	4	2	25.85495	25.7926
14	2	2	9	1	1	8.75825	8.71575
14	2	2	9	1	2	9.2592	9.17775
14	2	2	9	1	3	9.7592	9.65815
14	2	2	9	1	4	10.2592	10.14005
14	2	2	9	1	5	10.75825	10.6759
14	2	2	9	1	6	11.25825	11.14955
14	2	2	9	1	7	11.75825	11.62545
14	2	2	9	2	1	12.75825	12.70385
14	2	2	9	2	2	13.25825	13.1809
14	2	2	9	2	3	13.75825	13.64105
14	2	2	9	2	4	14.25825	14.1
14	2	2	9	2	5	14.75825	14.6235
14	2	2	9	2	6	15.25825	15.11355
14	2	2	9	2	7	15.75825	15.60705
14	2	2	9	3	1	16.7592	16.70965
14	2	2	9	3	2	17.2583	17.1993
14	2	2	9	3	3	17.75825	17.66025
14	2	2	9	3	4	18.25825	18.17695
14	2	2	9	3	5	18.75825	18.67005
14	2	2	9	3	6	19.25825	19.19815
14	2	2	9	3	7	19.7592	19.71585
14	2	2	9	4	1	20.75925	20.67985
14	2	2	9	4	2	21.2592	21.12485
14	2	2	9	4	3	21.7592	21.60245
14	2	2	9	4	4	22.25925	22.08575
14	2	2	9	4	5	22.7592	22.58405
14	2	2	9	4	6	23.2592	23.0752
14	2	2	9	4	7	23.75925	23.59515
14	2	2	9	5	1	24.75925	24.66515
14	2	2	9	5	2	25.2592	25.1403
14	2	2	9	5	3	25.7592	25.6237
14	2	2	9	5	4	26.25925	26.14615
14	2	2	9	5	5	26.75925	26.6348
14	2	2	9	5	6	27.25925	27.1758
14	2	2	9	5	7	27.7592	27.6492
14	2	2	9	6	1	28.75925	28.67235
14	2	2	9	6	2	29.25925	29.1558
14	2	2	9	6	3	29.75925	29.64805
14	2	2	9	6	4	30.25925	30.0632
22	1	1	22	1	1	3.75565	4.1587
22	1	1	22	1	2	4.39865	4.4162
22	1	1	22	1	3	4.86735	5.7036
22	1	1	22	1	4	5.75565	6.4707
22	1	1	22	1	5	6.3093	6.07205
22	1	1	22	1	6	6.9478	8.06745
22	1	1	22	1	7	7.9308	8.71485
22	1	1	22	1	8	8.45355	8.06745
22	1	1	22	1	9	8.7797	10.0271
22	1	1	22	1	10	9.8923	10.51035
22	1	1	22	1	11	10.30335	10.0271
22	1	1	22	1	12	11.7644	12.3889
22	1	1	22	1	13	12.2355	13.75765
22	1	1	22	1	14	13.4061	14.53875
22	1	1	22	1	15	14.10315	13.75765
22	1	1	22	1	16	15.1487	14.53875
22	1	1	22	1	17	16.68125	15.29915
22	1	1	22	1	18	17.07445	16.8372
22	1	1	22	1	19	18.3836	17.24605
22	1	1	22	1	20	19.4113	18.5561
22	1	1	22	1	21	20.51045	21.47785
22	1	1	22	1	22	21.2879	22.4328
22	1	1	22	1	23	22.2664	21.47785
22	1	1	22	1	24	22.9679	24.7813
22	1	1	22	1	25	24.6211	23.45015
22	1	1	22	1	26	25.38515	24.7813
22	1	1	22	1	27	26.0375	25.54495
22	1	1	22	1	28	27.47625	26.2026
22	1	1	22	1	29	28.92835	27.628
22	1	1	22	1	30	29.7505	29.10175
22	1	1	22	1	31	30.5503	29.9436
22	1	1	22	1	32	31.68075	32.3041
22	1	1	26	1	1	3.54005	3.90425
22	1	1	26	1	2	4.18305	4.35365
22	1	1	26	1	3	4.65175	4.83395
22	1	1	26	1	4	5.24115	5.384
22	1	1	26	1	5	5.54185	5.73895
22	1	1	26	1	6	6.0937	6.74855
22	1	1	26	1	7	6.7322	7.5636
22	1	1	26	1	8	7.7152	6.74855
22	1	1	26	1	9	8.23795	8.41095
22	1	1	26	1	10	8.56415	8.67735
22	1	1	26	1	11	9.6767	9.38325
22	1	1	26	1	12	10.08775	9.7606
22	1	1	26	1	13	11.2629	10.29785
22	1	1	26	1	14	11.56335	11.4226
22	1	1	26	1	15	12.0199	11.7898
22	1	1	26	1	16	13.19055	12.2357
22	1	1	26	1	17	13.88755	13.3576
22	1	1	26	1	18	14.9331	14.05145
22	1	1	26	1	19	16.46565	15.1087
22	1	1	26	1	20	16.85885	16.6363
22	1	1	26	1	21	18.168	17.08345
22	1	1	26	1	22	19.1957	18.371
22	1	1	26	1	23	20.57635	21.28185
22	1	1	26	1	24	21.0723	20.7955
22	1	1	26	1	25	22.05085	21.28185
22	1	1	26	1	26	22.75235	22.21145
22	1	1	26	1	27	24.40555	22.9224
22	1	1	26	1	28	25.16955	24.5631
22	1	1	26	1	29	25.82195	25.36405
22	1	1	26	1	30	27.26065	26.0356
22	1	1	26	1	31	28.7128	29.7509
22	1	1	26	1	32	29.53495	30.50005
22	1	1	26	1	33	30.33475	29.7509
22	1	1	26	1	34	31.46515	31.6941
22	1	2	11	1	1	11.91065	11.8805
22	1	2	11	1	2	12.41065	12.8881
22	1	2	11	1	3	12.91065	13.38025
22	1	2	11	1	4	13.41065	13.38025
22	1	2	11	1	5	13.91065	13.53025
22	1	2	11	1	6	14.41065	14.88725
22	1	2	11	1	7	14.91065	15.3256
22	1	2	11	1	8	15.4107	15.3256
22	1	2	11	2	2	16.41065	16.29505
22	1	2	11	2	3	16.91065	16.84035
22	1	2	11	2	4	17.41065	17.39975
22	1	2	11	2	5	17.91065	17.88105
22	1	2	11	2	6	18.41065	18.3267
22	1	2	11	2	7	18.91065	18.87105
22	1	2	11	2	8	19.4107	19.38065
22	1	2	11	3	1	19.91065	20.01935
22	1	2	11	3	2	20.41065	20.4216
22	1	2	11	3	3	20.91065	20.83665
22	1	2	11	3	4	21.41065	21.35075
22	1	2	11	3	5	21.91065	21.79725
22	1	2	11	3	6	22.4107	22.29075
22	1	2	11	3	7	22.9107	22.82655
22	1	2	11	3	8	23.4107	23.3316
22	1	2	11	4	1	23.90975	23.99555
22	1	2	11	4	2	24.40975	24.3773
22	1	2	11	4	3	24.90975	24.8361
22	1	2	11	4	4	25.40975	25.32555
22	1	2	11	4	5	25.90975	25.83645
22	1	2	11	4	6	26.40975	26.3229
22	1	2	11	4	7	26.90975	26.907
22	1	2	11	5	1	27.90975	27.8735
22	1	2	11	5	2	28.40975	28.30515
22	1	2	11	5	3	28.90975	28.8174
22	1	2	11	5	4	29.40975	29.33665
22	1	2	11	5	5	29.90975	29.8073
22	1	2	11	5	6	30.40975	30.2896
22	1	2	11	5	7	30.90975	30.88975
22	1	2	11	5	8	31.4107	31.3516
22	1	2	11	5	9	31.90975	31.9584
22	1	2	11	5	10	32.40975	32.38125
22	1	2	12	1	1	11.9143	12.0316
22	1	2	12	1	2	12.4143	12.34715
22	1	2	12	1	3	12.9143	12.85265
22	1	2	12	1	4	13.4143	13.36595
22	1	2	12	1	5	13.9143	13.8696
22	1	2	12	1	6	14.4143	14.353
22	1	2	12	1	7	14.9143	14.8846
22	1	2	12	1	8	15.41435	15.3703
22	1	2	12	2	1	15.9143	15.93465
22	1	2	12	2	2	16.4143	16.3649
22	1	2	12	2	3	16.9143	16.8543
22	1	2	12	2	4	17.4143	17.34525
22	1	2	12	2	5	17.9143	17.819
22	1	2	12	2	6	18.4143	18.3501
22	1	2	12	2	7	18.9143	18.8471
22	1	2	12	2	8	19.41435	19.34055
22	1	2	12	3	1	19.9143	19.97955
22	1	2	12	3	2	20.4143	20.3615
22	1	2	12	3	3	20.9143	20.8982
22	1	2	12	3	4	21.4143	21.34615
22	1	2	12	3	5	21.9143	21.88765
22	1	2	12	3	6	22.4143	22.38555
22	1	2	12	3	7	22.9143	22.8523
22	1	2	12	3	8	23.41435	23.3215
22	1	2	12	4	1	23.9143	23.97305
22	1	2	12	4	2	24.4143	24.34235
22	1	2	12	4	3	24.91435	24.90115
22	1	2	12	4	4	25.41435	25.3603
22	1	2	12	4	5	25.9143	25.86305
22	1	2	12	4	6	26.41435	26.3137
22	1	2	12	4	7	26.9134	26.89455
22	1	2	12	4	8	27.41435	27.40215
22	1	2	12	5	1	27.9134	27.92075
22	1	2	12	5	2	28.4134	28.34395
32	2	1	19	1	1	4.4691	5.215
32	2	1	19	1	2	5.0227	5.8498
32	2	1	19	1	3	5.66125	6.441
32	2	1	19	1	4	6.6442	7.37145
32	2	1	19	1	5	7.167	7.37145
32	2	1	19	1	6	7.49315	8.81565
32	2	1	19	1	7	8.6057	9.21805
32	2	1	19	1	8	9.0168	10.37975
32	2	1	19	1	9	10.47785	10.85005
32	2	1	19	1	10	10.94895	12.3554
32	2	1	19	1	11	12.11955	11.4725
32	2	1	19	1	12	12.8166	12.3554
32	2	1	19	1	13	13.86215	13.0149
32	2	1	19	1	14	15.3947	14.06045
32	2	1	19	1	15	15.7879	15.59745
32	2	1	19	1	16	17.09705	16.05045
32	2	1	19	1	17	18.12475	17.29785
32	2	1	19	1	18	19.2239	20.3383
32	2	1	19	1	19	20.00135	21.1633
32	2	1	19	1	20	20.9799	20.3383
32	2	1	19	1	21	21.6814	21.1633
32	2	1	19	1	22	23.3346	21.8905
32	2	1	19	1	23	24.0986	23.5418
32	2	1	19	1	24	24.75095	24.3268
32	2	1	19	1	25	26.1897	25.0224
32	2	1	19	1	26	27.64185	28.71015
32	2	1	19	1	27	28.464	27.84015
32	2	1	19	1	28	29.2638	28.71015
32	2	1	19	1	29	30.3942	30.8846
32	2	1	20	1	1	2.9438	3.2611
32	2	1	20	1	2	3.5868	3.81495
32	2	1	20	1	3	4.0555	4.85145
32	2	1	20	1	4	4.9438	5.36735
32	2	1	20	1	5	5.4974	5.36735
32	2	1	20	1	6	6.13595	5.98125
32	2	1	20	1	7	7.1189	6.90135
32	2	1	20	1	8	7.6417	7.84945
32	2	1	20	1	9	7.96785	8.24185
32	2	1	20	1	10	9.0804	9.27705
32	2	1	20	1	11	9.4915	9.74265
32	2	1	20	1	12	10.95255	10.86575
32	2	1	20	1	13	11.42365	12.81455
32	2	1	20	1	14	12.59425	13.50735
32	2	1	20	1	15	13.2913	12.81455
32	2	1	20	1	16	14.33685	13.50735
32	2	1	20	1	17	15.8694	14.51215
32	2	1	20	1	18	16.2626	16.08745
32	2	1	20	1	19	17.57175	16.51155
32	2	1	20	1	20	18.59945	17.7728
32	2	1	20	1	21	19.9801	20.74075
32	2	1	20	1	22	20.47605	21.64775
32	2	1	20	1	23	21.4546	22.35465
32	2	1	20	1	24	22.1561	24.5452
32	2	1	20	1	25	23.8093	22.35465
32	2	1	20	1	26	24.5733	24.5452
32	2	1	20	1	27	25.2257	25.433
32	2	1	20	1	28	26.6644	26.8891
32	2	1	20	1	29	28.11655	28.36595
32	2	1	20	1	30	28.9387	29.1602
32	2	1	20	1	31	29.7385	29.988
32	2	1	20	1	32	30.8689	31.08145
32	2	2	8	1	1	10.6704	10.6795
32	2	2	8	1	2	11.1704	11.68785
32	2	2	8	1	3	11.6704	12.1466
32	2	2	8	1	4	12.1704	11.68785
32	2	2	8	1	5	12.6704	12.65255
32	2	2	8	1	6	13.1704	13.1487
32	2	2	8	1	7	13.6704	13.6532
32	2	2	8	1	8	14.1719	12.1466
32	2	2	8	2	1	14.6704	14.6918
32	2	2	8	2	2	15.1704	15.20695
32	2	2	8	2	3	15.6704	15.632
32	2	2	8	2	4	16.1704	16.1827
32	2	2	8	2	5	16.6704	16.6422
32	2	2	8	2	6	17.1704	17.1177
32	2	2	8	2	7	17.6704	17.67265
32	2	2	8	3	1	18.6704	18.64105
32	2	2	8	3	2	19.1704	19.1651
32	2	2	8	3	3	19.6704	19.67125
32	2	2	8	3	4	20.1704	20.11545
32	2	2	8	3	5	20.6704	20.6133
32	2	2	8	3	6	21.1704	21.09775
32	2	2	8	3	7	21.6704	21.584
32	2	2	8	4	1	22.6704	22.6951
32	2	2	8	4	2	23.1704	23.1043
32	2	2	8	4	3	23.6704	23.60785
32	2	2	8	4	4	24.1704	24.09435
32	2	2	8	4	5	24.6704	24.64125
32	2	2	8	4	6	25.1704	25.07575
32	2	2	8	4	7	25.67135	25.589
32	2	2	8	5	1	26.67135	26.6354
32	2	2	8	5	2	27.17135	27.06305
32	2	2	8	5	3	27.67135	27.5937
32	2	2	8	5	4	28.17135	28.0124
32	2	2	8	5	5	28.67135	28.5541
32	2	2	8	5	6	29.17135	29.04105
32	2	2	8	5	7	29.67135	29.58355
32	2	2	8	5	9	30.67135	30.57475
32	2	2	8	5	10	31.17135	31.169
32	2	2	12	1	1	10.65165	10.70655
32	2	2	12	1	2	11.15165	11.1512
32	2	2	12	1	3	11.65165	11.6956
32	2	2	12	1	4	12.15165	11.81745
32	2	2	12	1	5	12.65165	12.6768
32	2	2	12	1	6	13.15165	13.1272
32	2	2	12	1	7	13.65165	13.60135
32	2	2	12	1	8	14.15315	12.11745
32	2	2	12	2	1	14.65165	14.7047
32	2	2	12	2	2	15.15165	15.1148
32	2	2	12	2	3	15.65165	15.64985
32	2	2	12	2	4	16.15165	16.12025
32	2	2	12	2	5	16.65165	16.6165
32	2	2	12	2	6	17.15165	17.12175
32	2	2	12	2	7	17.65165	17.6036
32	2	2	12	2	8	18.15265	18.08825
32	2	2	12	3	1	18.65165	18.83325
32	2	2	12	3	2	19.15165	19.2328
32	2	2	12	3	3	19.65165	19.7178
32	2	2	12	3	4	20.15165	20.1424
32	2	2	12	3	5	20.65165	20.5657
32	2	2	12	3	6	21.1526	21.0563
32	2	2	12	3	7	21.6526	21.59625
32	2	2	12	3	8	22.15265	22.07425
32	2	2	12	4	1	22.6526	22.67265
32	2	2	12	4	2	23.1526	23.1111
32	2	2	12	4	3	23.6526	23.56645
32	2	2	12	4	4	24.1526	24.10575
32	2	2	12	4	5	24.6526	24.641
32	2	2	12	4	6	25.1526	25.07735
32	2	2	12	4	7	25.6526	25.5714
32	2	2	12	4	8	26.15265	26.12405
32	2	2	12	5	1	26.6526	26.7002
32	2	2	12	5	2	27.1526	27.1428
32	2	2	12	5	3	27.6526	27.6249
32	2	2	12	5	4	28.15265	28.10085
32	2	2	12	5	5	28.6517	28.62435
32	2	2	12	5	6	29.1517	29.11295
32	2	2	12	5	7	29.6517	29.59945
32	2	2	12	5	9	30.6517	30.59025
32	2	2	12	5	10	31.1517	31.1081
